Chief among these motives was the overwhelming idea of the great whale himself.	jj-in-dt-nns-vbd-dt-jj-nn-in-dt-jj-nn-prp-.	ch-iy-f ah-m-ah-ng dh-iy-z m-ow-t-ih-v-z w-aa-z dh-ah ow-v-er-w-eh-l-m-ih-ng ay-d-iy-ah ah-v dh-ah g-r-ey-t w-ey-l hh-ih-m-s-eh-l-f .	1 0/1 1 1/0 1 0 0/0/1/0 0/1/0 1 0 1 1 0/1 .
Do you suppose that that poor fellow there, who this moment perhaps caught by the whale-line off the coast of New Guinea, is being carried down to the bottom of the sea by the sounding leviathan--do you suppose that that poor fellow's name will appear in the newspaper obituary you will read to-morrow at your breakfast?	vb-prp-vbp-in-in-jj-nn-ex-,-wp-dt-nn-rb-vbn-in-dt-nn-in-dt-nn-in-jj-nnp-,-vbz-vbg-vbd-rb-to-dt-nn-in-dt-nn-in-dt-vbg-jj-cd-vb-prp-vbp-in-in-jj-nns-vbp-md-vb-in-dt-nn-nn-prp-md-vb-nn-in-prp$-nn-?	d-uw y-uw s-ah-p-ow-z dh-ae-t dh-ae-t p-uh-r f-eh-l-ow dh-eh-r , hh-uw dh-ih-s m-ow-m-ah-n-t p-er-hh-ae-p-s k-aa-t b-ay dh-ah w-aa-l-l-ay-n ao-f dh-ah k-ow-s-t ah-v n-uw g-ih-n-iy , ih-s b-iy-ih-ng k-ae-r-iy-d d-aw-n t-uw dh-ah b-aa-t-ah-m ah-v dh-ah s-iy b-ay dh-ah s-aw-n-d-ih-ng l-ah-v-ay-ah-th-ah-n -- d-uw y-uw s-ah-p-ow-z dh-ae-t dh-ae-t p-uh-r f-eh-l-ow-z n-ey-m w-ih-l ah-p-ih-r ih-n dh-ah n-uw-z-p-ey-p-er ow-b-ih-ch-uw-eh-r-iy y-uw w-ih-l r-eh-d t-aa-m-ao-r-ow ae-t y-ao-r b-r-eh-k-f-ah-s-t ?	1 1 0/1 1 1 1 1/0 1 , 1 1 1/0 0/1 1 1 0 1/1 1 0 1 1 1 1/0 , 1 1/0 1/0 1 1 0 1/0 1 0 1 1 0 1/0 0/1/0/0 -- 1 1 0/1 1 1 1 1/0 1 1 0/1 0 0 1/0/0 0/1/0/0/0 1 1 1 1/1/0 1 1 1/0 ?
Yet I tell you that upon one particular voyage which I made to the Pacific, among many others we spoke thirty different ships, every one of which had had a death by a whale, some of them more than one, and three that had each lost a boat's crew.	rb-prp-vbp-prp-in-in-cd-jj-nn-wdt-prp-vbn-to-dt-jj-,-in-jj-nns-prp-vbd-nn-jj-nns-,-dt-cd-in-wdt-vbd-vbd-dt-nn-in-dt-nn-,-dt-in-prp-jjr-in-cd-,-cc-cd-in-vbd-dt-nn-dt-nns-nn-.	y-eh-t iy t-eh-l y-uw dh-ae-t ah-p-aa-n w-ah-n p-er-t-ih-k-y-ah-l-er v-oy-ah-jh w-ih-ch iy m-ey-d t-uw dh-ah p-ah-s-ih-f-ih-k , ah-m-ah-ng m-eh-n-iy ah-dh-er-z w-iy s-p-ow-k th-er-t-iy d-ih-f-er-ah-n-t sh-ih-p-s , eh-v-er-iy w-ah-n ah-v w-ih-ch hh-ae-d hh-ae-d ey d-eh-th b-ay ey w-ey-l , s-ah-m ah-v dh-eh-m m-ao-r dh-ae-n w-ah-n , ae-n-d th-r-iy dh-ae-t hh-ae-d iy-ch l-ao-s-t ey b-ow-t-z k-r-uw .	1 0 1 1 1 0/1 1 0/1/0/0 1/0 1 0 1 1 0 0/1/0 , 0/1 1/0 1/0 1 1 1/0 1/0/0 1 , 1/0/0 1 1 1 1 1 1 1 1 1 1 , 1 1 1 1 1 1 , 1 1 1 1 1 1 1 1 1 .
That point is this: The Sperm Whale is in some cases sufficiently powerful, knowing, and judiciously malicious, as with direct aforethought to stave in, utterly destroy, and sink a large ship; and what is more, the Sperm Whale HAS done it.	in-nn-vbz-dt-:-dt-nnp-nnp-vbz-in-dt-nns-rb-jj-,-vbg-,-cc-rb-jj-,-in-in-jj-nn-to-vb-in-,-rb-vb-,-cc-vb-dt-jj-nn-;-cc-wp-vbz-jjr-,-dt-nnp-nnp-vbz-vbn-prp-.	dh-ae-t p-oy-n-t ih-s dh-ih-s : dh-ah s-p-er-m w-ey-l ih-s ih-n s-ah-m k-ey-s-ah-z s-ah-f-ih-sh-ah-n-t-l-iy p-aw-er-f-ah-l , n-ow-ih-ng , ae-n-d jh-uw-d-ih-sh-ih-s-l-iy m-ah-l-ih-sh-ah-s , ae-z w-ih-dh d-er-eh-k-t ah-f-ao-r-t-ao-t t-uw s-t-ey-v ih-n , ah-t-er-l-iy d-ih-s-t-r-oy , ae-n-d s-ih-ng-k ey l-aa-r-jh sh-ih-p ; ae-n-d w-ah-t ih-s m-ao-r , dh-ah s-p-er-m w-ey-l hh-ae-z d-ah-n ih-t .	1 1 1 1 : 0 1 1 1 0 1 1/0 0/1/0/0 1/0/0 , 1/0 , 1 0/1/0/0 0/1/0 , 1 1 0/1 0/1/1 1 1 0 , 1/0/0 0/1 , 1 1 1 1 1 ; 1 1 1 1 , 0 1 1 1 1 1 .
One day she saw spouts, lowered her boats, and gave chase to a shoal of sperm whales.	cd-nn-prp-vbd-nns-,-vbd-prp$-nns-,-cc-vbd-nn-to-dt-jj-in-nn-nns-.	w-ah-n d-ey sh-iy s-ao s-p-aw-t-s , l-ow-er-d hh-er b-ow-t-s , ae-n-d g-ey-v ch-ey-s t-uw ey sh-ow-l ah-v s-p-er-m w-ah-l-z .	1 1 1 1 1 , 1/0 0 1 , 1 1 1 1 1 1 1 1 0 .
Ere long, several of the whales were wounded; when, suddenly, a very large whale escaping from the boats, issued from the shoal, and bore directly down upon the ship.	nnp-jj-,-jj-in-dt-nns-vbd-vbn-;-wrb-,-rb-,-dt-jj-jj-nn-vbg-in-dt-nns-,-vbn-in-dt-jj-,-cc-vbd-rb-rb-in-dt-nn-.	ih-r l-ao-ng , s-eh-v-r-ah-l ah-v dh-ah w-ah-l-z w-er w-uw-n-d-ah-d ; w-eh-n , s-ah-d-ah-n-l-iy , ey v-eh-r-iy l-aa-r-jh w-ey-l ih-s-k-ey-p-ih-ng f-r-ah-m dh-ah b-ow-t-s , ih-sh-uw-d f-r-ah-m dh-ah sh-ow-l , ae-n-d b-ao-r d-er-eh-k-t-l-iy d-aw-n ah-p-aa-n dh-ah sh-ih-p .	1 1 , 1/0 1 0 0 0 1/0 ; 1 , 1/0/0 , 1 1/0 1 1 0/1/0 1 0 1 , 1/0 1 0 1 , 1 1 0/1/0 1 0/1 0 1 .
Again: "At all events, the whole circumstances taken together, all happening before my own eyes, and producing, at the time, impressions in my mind of decided, calculating mischief, on the part of the whale (many of which impressions I cannot now recall), induce me to be satisfied that I am correct in my opinion."	rb-:-"-in-dt-nns-,-dt-jj-nns-vbn-rb-,-dt-vbg-in-prp$-jj-nns-,-cc-vbg-,-in-dt-nn-,-nns-in-prp$-nn-in-vbd-,-vbg-nn-,-in-dt-nn-in-dt-nn-(-jj-in-wdt-nns-prp-md-rb-vb-)-,-vb-prp-to-vb-vbn-in-prp-vbp-jj-in-prp$-nn-.-"	ah-g-eh-n : " ae-t ao-l iy-v-ah-n-t-s , dh-ah hh-ow-l s-er-k-ah-m-s-t-ae-n-s-ah-z t-ey-k-ah-n t-ah-g-eh-dh-er , ao-l hh-ae-p-ah-n-ih-ng b-ih-f-ao-r m-ay ow-n ay-z , ae-n-d p-r-ah-d-uw-s-ih-ng , ae-t dh-ah t-ay-m , ih-m-p-r-eh-sh-ah-n-z ih-n m-ay m-ay-n-d ah-v d-ih-s-ay-d-ih-d , k-ae-l-k-y-ah-l-ey-t-ih-ng m-ih-s-ch-ah-f , aa-n dh-ah p-aa-r-t ah-v dh-ah w-ey-l ( m-eh-n-iy ah-v w-ih-ch ih-m-p-r-eh-sh-ah-n-z iy k-ae-n-aa-t n-aw r-iy-k-ao-l ) , ih-n-d-uw-s m-iy t-uw b-iy s-ae-t-ah-s-f-ay-d dh-ae-t iy ae-m k-er-eh-k-t ih-n m-ay ah-p-ih-n-y-ah-n . "	0/1 : " 1 1 1/0 , 0 1 1/0/1/0 1/0 0/1/0 , 1 1/0/0 0/1 1 1 1 , 1 0/1/0 , 1 0 1 , 1/1/0 0 1 1 1 0/1/0 , 1/0/0/0 1/0 , 1 0 1 1 0 1 ( 1/0 1 1 1/1/0 0 1/0 1 1/0 ) , 0/1 1 1 1 1/0/0 1 0 1 0/1 0 1 0/1/0 . "
Secondly: The ship Union, also of Nantucket, was in the year 1807 totally lost off the Azores by a similar onset, but the authentic particulars of this catastrophe I have never chanced to encounter, though from the whale hunters I have now and then heard casual allusions to it.	rb-:-dt-nn-nnp-,-rb-in-nnp-,-vbd-in-dt-nn-cd-rb-vbd-in-dt-nnps-in-dt-jj-nn-,-cc-dt-jj-nns-in-dt-nn-prp-vbp-rb-nn-to-nn-,-in-in-dt-nn-nns-prp-vbp-rb-cc-rb-vbn-jj-nns-to-prp-.	s-eh-k-ah-n-d-l-iy : dh-ah sh-ih-p y-uw-n-y-ah-n , ao-l-s-ow ah-v n-ae-n-t-ah-k-ah-t , w-aa-z ih-n dh-ah y-ih-r 87 t-ow-t-ah-l-iy l-ao-s-t ao-f dh-ah ah-z-ao-r-z b-ay ey s-ih-m-ah-l-er aa-n-s-eh-t , b-ah-t dh-ah ah-th-eh-n-t-ih-k p-aa-r-t-ih-k-y-ah-l-er-z ah-v dh-ih-s k-ah-t-ae-s-t-r-ah-f-iy iy hh-ae-v n-eh-v-er ch-ae-n-s-t t-uw ih-n-k-aw-n-t-er , dh-ow f-r-ah-m dh-ah w-ey-l hh-ah-n-t-er-z iy hh-ae-v n-aw ae-n-d dh-eh-n hh-er-d k-ae-zh-ah-w-ah-l ah-l-uw-zh-ah-n-z t-uw ih-t .	1/0/0 : 0 1 1/0 , 1/0 1 1/1/0 , 1 0 0 1 1807 1/0/0 1 1 0 0/1 1 1 1/0/0 1/0 , 1 0 0/1/0 1/1/0/0 1 1 0/1/0/0 0 1 1/0 1 1 0/1/0 , 1 1 0 1 1/0 0 1 1 1 1 1 1/0/0 0/1/0 1 1 .
Conversation turning upon whales, the Commodore was pleased to be sceptical touching the amazing strength ascribed to them by the professional gentlemen present.	nn-vbg-in-nns-,-dt-nnp-vbd-vbn-to-vb-jj-vbg-dt-jj-nn-vbn-to-prp-in-dt-jj-nns-jj-.	k-aa-n-v-er-s-ey-sh-ah-n t-er-n-ih-ng ah-p-aa-n w-ah-l-z , dh-ah k-aa-m-aa-d-ao-r w-aa-z p-l-iy-z-d t-uw b-iy s-eh-p-t-ih-k-ah-l t-ah-ch-ih-ng dh-ah ah-m-ey-z-ih-ng s-t-r-eh-ng-k-th ah-s-k-r-ay-b-d t-uw dh-eh-m b-ay dh-ah p-r-ah-f-eh-sh-ah-n-ah-l jh-eh-n-t-ah-l-m-ah-n p-r-eh-z-ah-n-t .	0/0/1/0 1/0 0/1 0 , 0 1/1/1 1 1 1 1 1/0/0 1/0 0 0/1/0 1 0/1 1 1 1 0 0/1/0/0 1/0/0 1/0 .
He peremptorily denied for example, that any whale could so smite his stout sloop-of-war as to cause her to leak so much as a thimbleful.	prp-rb-vbn-in-nn-,-in-dt-nn-md-rb-nn-prp$-jj-nn-in-to-nn-prp$-to-nn-rb-jj-in-dt-nn-.	hh-iy p-er-ah-m-p-t-r-ah-l-iy d-ih-n-ay-d f-ao-r ih-g-z-ae-m-p-ah-l , dh-ae-t eh-n-iy w-ey-l k-uh-d s-ow s-m-ay-t hh-ih-z s-t-aw-t s-l-uw-p-ow-f-w-r ae-z t-uw k-aa-z hh-er t-uw l-iy-k s-ow m-ah-ch ae-z ey th-ih-m-b-l-f-ah-l .	1 0/0/0 0/1 1 0/1/0 , 1 1/0 1 1 1 1 1 1 1/1 1 1 1 0 1 1 1 1 1 1 1/0 .
But he was stopped on the way by a portly sperm whale, that begged a few moments' confidential business with him.	cc-prp-vbd-vbd-in-dt-nn-in-dt-rb-nn-nn-,-in-vbd-dt-jj-nns-'-jj-nn-in-prp-.	b-ah-t hh-iy w-aa-z s-t-aa-p-t aa-n dh-ah w-ey b-ay ey p-ao-r-t-l-iy s-p-er-m w-ey-l , dh-ae-t b-eh-g-d ey f-y-uw m-ow-m-ah-n-t-s ' k-aa-n-f-ah-d-eh-n-sh-ah-l b-ih-z-n-ah-s w-ih-dh hh-ih-m .	1 1 1 1 1 0 1 1 1 1/0 1 1 , 1 1 1 1 1/0 ' 0/0/1/0 1/0 1 1 .
I am not superstitious, but I consider the Commodore's interview with that whale as providential.	prp-vbp-rb-jj-,-cc-prp-vbp-dt-nnps-vbp-in-in-nn-in-jj-.	iy ae-m n-aa-t s-uw-p-er-s-t-ih-sh-ah-s , b-ah-t iy k-ah-n-s-ih-d-er dh-ah k-aa-m-aa-d-r-iy-z ih-n-t-er-v-y-uw w-ih-dh dh-ae-t w-ey-l ae-z p-r-aa-v-ah-d-eh-n-ch-ah-l .	0 1 1 0/0/1/0 , 1 0 0/1/0 0 1/1/0 1/0/0 1 1 1 1 0/0/1/0 .
I tell you, the sperm whale will stand no nonsense.	prp-vbp-prp-,-dt-nn-nn-md-vb-dt-nn-.	iy t-eh-l y-uw , dh-ah s-p-er-m w-ey-l w-ih-l s-t-ae-n-d n-ow n-aa-n-s-eh-n-s .	0 1 1 , 0 1 1 1 1 1 1/0 .
An uncommon large whale, the body of which was larger than the ship itself, lay almost at the surface of the water, but was not perceived by any one on board till the moment when the ship, which was in full sail, was almost upon him, so that it was impossible to prevent its striking against him.	dt-jj-jj-nn-,-dt-nn-in-wdt-vbd-jjr-in-dt-nn-prp-,-vbd-rb-in-dt-nn-in-dt-nn-,-cc-vbd-rb-vbn-in-dt-cd-in-nn-in-dt-nn-wrb-dt-nn-,-wdt-vbd-in-jj-vb-,-vbd-rb-in-prp-,-rb-in-prp-vbd-jj-to-vb-prp$-jj-in-prp-.	ae-n ah-n-k-aa-m-ah-n l-aa-r-jh w-ey-l , dh-ah b-aa-d-iy ah-v w-ih-ch w-aa-z l-aa-r-jh-er dh-ae-n dh-ah sh-ih-p ih-t-s-eh-l-f , l-ey ao-l-m-ow-s-t ae-t dh-ah s-er-f-ah-s ah-v dh-ah w-ao-t-er , b-ah-t w-aa-z n-aa-t p-er-s-iy-v-d b-ay eh-n-iy w-ah-n aa-n b-ao-r-d t-ih-l dh-ah m-ow-m-ah-n-t w-eh-n dh-ah sh-ih-p , w-ih-ch w-aa-z ih-n f-uh-l s-ey-l , w-aa-z ao-l-m-ow-s-t ah-p-aa-n hh-ih-m , s-ow dh-ae-t ih-t w-aa-z ih-m-p-aa-s-ah-b-ah-l t-uw p-r-ih-v-eh-n-t ih-t-s s-t-r-ay-k-ih-ng ah-g-eh-n-s-t hh-ih-m .	1 0/1/0 1 1 , 0 1/0 1 1 1 1/0 1 0 1 0/1 , 1 1/0 1 0 1/0 1 0 1/0 , 1 1 1 0/1 1 1/0 1 1 1 1 0 1/0 1 0 1 , 1 1 0 1 1 , 1 1/0 0/1 1 , 1 1 1 1 0/1/0/0 1 0/1 1 1/0 0/1 1 .
But I should not much wonder if, in the darkness of that early hour of the morning, the shock was after all caused by an unseen whale vertically bumping the hull from beneath.	cc-prp-md-rb-jj-nn-in-,-in-dt-nn-in-in-rb-nn-in-dt-nn-,-dt-nn-vbd-in-dt-nn-in-dt-jj-nn-rb-vbg-dt-nn-in-in-.	b-ah-t iy sh-uh-d n-aa-t m-ah-ch w-ah-n-d-er ih-f , ih-n dh-ah d-aa-r-k-n-ah-s ah-v dh-ae-t er-l-iy aw-er ah-v dh-ah m-ao-r-n-ih-ng , dh-ah sh-aa-k w-aa-z ae-f-t-er ao-l k-aa-z-d b-ay ae-n ah-n-s-iy-n w-ey-l v-er-t-ih-k-l-iy b-ah-m-p-ih-ng dh-ah hh-ah-l f-r-ah-m b-ih-n-iy-th .	1 0 1 1 1 1/0 1 , 0 0 1/0 1 1 1/0 1/0 1 0 1/0 , 0 1 1 1/0 1 1 1 1 0/1 1 1/0/0 1/0 0 1 1 0/1 .
I might proceed with several more examples, one way or another known to me, of the great power and malice at times of the sperm whale.	prp-md-vb-in-jj-jjr-nns-,-cd-nn-cc-dt-nn-to-prp-,-in-dt-jj-nn-cc-nn-in-vbz-in-dt-nn-nn-.	iy m-ay-t p-r-ah-s-iy-d w-ih-dh s-eh-v-r-ah-l m-ao-r ih-g-z-ae-m-p-ah-l-z , w-ah-n w-ey ao-r ah-n-ah-dh-er n-ow-n t-uw m-iy , ah-v dh-ah g-r-ey-t p-aw-er ae-n-d m-ae-l-ah-s ae-t t-ay-m-z ah-v dh-ah s-p-er-m w-ey-l .	0 1 0/1 1 1/0 1 0/1/0 , 1 1 1 0/1/0 1 1 1 , 1 0 1 1/0 1 1/0 1 1 1 0 1 1 .
The English ship Pusie Hall can tell a story on that head; and, as for his strength, let me say, that there have been examples where the lines attached to a running sperm whale have, in a calm, been transferred to the ship, and secured there; the whale towing her great hull through the water, as a horse walks off with a cart.	dt-nnp-nn-nnp-nnp-md-vb-dt-nn-in-in-nn-;-cc-,-in-in-prp$-nn-,-vb-prp-vbp-,-in-ex-vbp-vbn-nns-wrb-dt-nns-vbn-to-dt-vbg-nn-nn-vbp-,-in-dt-jj-,-vbn-vbn-to-dt-nn-,-cc-vbn-ex-;-dt-nn-nn-prp$-jj-nn-in-dt-nn-,-in-dt-nn-vbz-in-in-dt-nn-.	dh-ah ih-ng-g-l-ih-sh sh-ih-p p-y-uw-s-iy hh-ao-l k-ae-n t-eh-l ey s-t-ao-r-iy aa-n dh-ae-t hh-eh-d ; ae-n-d , ae-z f-ao-r hh-ih-z s-t-r-eh-ng-k-th , l-eh-t m-iy s-ey , dh-ae-t dh-eh-r hh-ae-v b-ih-n ih-g-z-ae-m-p-ah-l-z w-eh-r dh-ah l-ay-n-z ah-t-ae-ch-t t-uw ey r-ah-n-ih-ng s-p-er-m w-ey-l hh-ae-v , ih-n ey k-aa-m , b-ih-n t-r-ae-n-s-f-er-d t-uw dh-ah sh-ih-p , ae-n-d s-ih-k-y-uh-r-d dh-eh-r ; dh-ah w-ey-l t-ow-ih-ng hh-er g-r-ey-t hh-ah-l th-r-uw dh-ah w-ao-t-er , ae-z ey hh-ao-r-s w-ao-k-s ao-f w-ih-dh ey k-aa-r-t .	0 1/0 1 1/0 1 1 1 1 1/0 1 1 1 ; 1 , 1 1 1 1 , 1 1 1 , 1 1 1 1 0/1/0 1 0 1 0/1 1 1 1/0 1 1 1 , 0 1 1 , 1 0/1 1 0 1 , 1 0/1 1 ; 0 1 1 0 1 1 1 0 1/0 , 1 1 1 1 1 1 1 1 .
But as he destroyed ships, as well as for other reasons, he must have been a whale; and I am strongly inclined to think a sperm whale.	cc-in-prp-vbn-nns-,-in-rb-in-in-jj-nns-,-prp-md-vbp-vbn-dt-nn-;-cc-prp-vbp-rb-vbn-to-vbp-dt-nn-nn-.	b-ah-t ae-z hh-iy d-ih-s-t-r-oy-d sh-ih-p-s , ae-z w-eh-l ae-z f-ao-r ah-dh-er r-iy-z-ah-n-z , hh-iy m-ah-s-t hh-ae-v b-ih-n ey w-ey-l ; ae-n-d iy ae-m s-t-r-ao-ng-l-iy ih-n-k-l-ay-n-d t-uw th-ih-ng-k ey s-p-er-m w-ey-l .	1 1 1 0/1 1 , 1 1 1 1 1/0 1/0 , 1 1 1 1 1 1 ; 1 0 1 1/0 0/1 1 1 1 1 1 .
For a long time I fancied that the sperm whale had been always unknown in the Mediterranean and the deep waters connecting with it.	in-dt-jj-nn-prp-vbd-in-dt-nn-nn-vbd-vbn-rb-jj-in-dt-nnp-cc-dt-jj-nns-vbg-in-prp-.	f-ao-r ey l-ao-ng t-ay-m iy f-ae-n-s-iy-d dh-ae-t dh-ah s-p-er-m w-ey-l hh-ae-d b-ih-n ao-l-w-ey-z ah-n-n-ow-n ih-n dh-ah m-eh-d-ay-t-er-ey-n-ah-n ae-n-d dh-ah d-iy-p w-ao-t-er-z k-ah-n-eh-k-t-ih-ng w-ih-dh ih-t .	1 1 1 1 0 1/0 1 0 1 1 1 1 1/0 0/1 0 0 1/0/1/0 1 0 1 1/0 0/1/0 1 1 .
But further investigations have recently proved to me, that in modern times there have been isolated instances of the presence of the sperm whale in the Mediterranean.	cc-jj-nns-vbp-rb-vbd-to-prp-,-in-in-jj-vbz-ex-vbp-vbn-vbn-nns-in-dt-nn-in-dt-nn-nn-in-dt-nnp-.	b-ah-t f-er-dh-er ih-n-v-eh-s-t-ah-g-ey-sh-ah-n-z hh-ae-v r-iy-s-ah-n-t-l-iy p-r-uw-v-d t-uw m-iy , dh-ae-t ih-n m-aa-d-er-n t-ay-m-z dh-eh-r hh-ae-v b-ih-n ay-s-ah-l-ey-t-ah-d ih-n-s-t-ah-n-s-ah-z ah-v dh-ah p-r-eh-z-ah-n-s ah-v dh-ah s-p-er-m w-ey-l ih-n dh-ah m-eh-d-ay-t-er-ey-n-ah-n .	1 1/0 1/1/0/1/0 1 1/0/0 1 1 1 , 1 0 1/0 1 1 1 1 1/0/0/0 1/0/0 1 0 1/0 1 0 1 1 0 0 1/0/1/0 .
I am told, on good authority, that on the Barbary coast, a Commodore Davis of the British navy found the skeleton of a sperm whale.	prp-vbp-vbd-,-in-jj-nn-,-in-in-dt-nnp-nn-,-dt-nnp-nnps-in-dt-nnp-nn-vbd-dt-nn-in-dt-nn-nn-.	iy ae-m t-ow-l-d , aa-n g-uh-d ah-th-ao-r-ah-t-iy , dh-ae-t aa-n dh-ah b-aa-r-b-er-iy k-ow-s-t , ey k-aa-m-aa-d-ao-r d-ey-v-ih-s ah-v dh-ah b-r-ay-t-ih-sh n-ey-v-iy f-aw-n-d dh-ah s-k-eh-l-ah-t-ah-n ah-v ey s-p-er-m w-ey-l .	0 1 1 , 1 1 0/1/0/0 , 1 1 0 1/0 1 , 1 1/1/1 1/1 1 0 1/0 1/0 1 0 1/0/0 1 1 1 1 .
Now, as a vessel of war readily passes through the Dardanelles, hence a sperm whale could, by the same route, pass out of the Mediterranean into the Propontis.	rb-,-in-dt-nn-in-nn-rb-nns-in-dt-nnps-,-rb-dt-nn-nn-md-,-in-dt-jj-nn-,-vb-in-in-dt-nnp-in-dt-nnps-.	n-aw , ae-z ey v-eh-s-ah-l ah-v w-ao-r r-eh-d-ah-l-iy p-ae-s-ah-z th-r-uw dh-ah d-aa-r-d-aa-n-eh-l-z , hh-eh-n-s ey s-p-er-m w-ey-l k-uh-d , b-ay dh-ah s-ey-m r-uw-t , p-ae-s aw-t ah-v dh-ah m-eh-d-ay-t-er-ey-n-ah-n ih-n-t-uw dh-ah p-r-ah-p-aa-n-t-ih-s .	1 , 1 1 1/0 1 1 1/0/0 1/0 1 0 1/0/1 , 1 1 1 1 1 , 1 0 1 1 , 1 1 1 0 1/0/1/0 0/1 0 0/1/1 .
In the Propontis, as far as I can learn, none of that peculiar substance called BRIT is to be found, the aliment of the right whale.	in-dt-nnps-,-in-rb-in-prp-md-vb-,-nn-in-in-jj-nn-vbn-nnp-vbz-to-vb-vbd-,-dt-nn-in-dt-nn-nn-.	ih-n dh-ah p-r-ah-p-aa-n-t-ih-s , ae-z f-aa-r ae-z iy k-ae-n l-er-n , n-ah-n ah-v dh-ae-t p-ah-k-y-uw-l-y-er s-ah-b-s-t-ah-n-s k-ao-l-d b-r-ih-t ih-s t-uw b-iy f-aw-n-d , dh-ah ae-l-ah-m-ah-n-t ah-v dh-ah r-ay-t w-ey-l .	0 0 0/1/1 , 1 1 1 0 1 1 , 1 1 1 0/1/0 1/0 1 1 1 1 1 1 , 0 1/0/0 1 0 1 1 .
But I have every reason to believe that the food of the sperm whale--squid or cuttle-fish--lurks at the bottom of that sea, because large creatures, but by no means the largest of that sort, have been found at its surface.	cc-prp-vbp-dt-nn-to-vbp-in-dt-nn-in-dt-nn-nn-cd-nn-cc-nn-cd-vbz-in-dt-nn-in-in-nn-,-in-jj-nns-,-cc-in-dt-nn-dt-jjs-in-in-nn-,-vbp-vbn-vbd-in-prp$-nn-.	b-ah-t iy hh-ae-v eh-v-er-iy r-iy-z-ah-n t-uw b-ih-l-iy-v dh-ae-t dh-ah f-uw-d ah-v dh-ah s-p-er-m w-ey-l -- s-k-w-ih-d ao-r k-ah-t-ah-l-f-ih-sh -- l-er-k-s ae-t dh-ah b-aa-t-ah-m ah-v dh-ae-t s-iy , b-ih-k-ao-z l-aa-r-jh k-r-iy-ey-ch-er-z , b-ah-t b-ay n-ow m-iy-n-z dh-ah l-aa-r-jh-ah-s-t ah-v dh-ae-t s-ao-r-t , hh-ae-v b-ih-n f-aw-n-d ae-t ih-t-s s-er-f-ah-s .	1 0 1 1/0/0 1/0 1 0/1 1 0 1 1 0 1 1 -- 1 1 1/0/1 -- 1 1 0 1/0 1 1 1 , 0/1 1 1/0 , 1 1 1 1 0 1/0 1 1 1 , 1 1 1 1 1 1/0 .
If, then, you properly put these statements together, and reason upon them a bit, you will clearly perceive that, according to all human reasoning, Procopius's sea-monster, that for half a century stove the ships of a Roman Emperor, must in all probability have been a sperm whale.	in-,-rb-,-prp-rb-vb-dt-nns-rb-,-cc-nn-in-prp-dt-nn-,-prp-md-rb-vb-in-,-vbg-to-dt-jj-vbg-,-nnps-nn-,-in-in-nn-dt-nn-nn-dt-nns-in-dt-nnp-nnp-,-md-in-dt-nn-vbp-vbn-dt-nn-nn-.	ih-f , dh-eh-n , y-uw p-r-aa-p-er-l-iy p-uh-t dh-iy-z s-t-ey-t-m-ah-n-t-s t-ah-g-eh-dh-er , ae-n-d r-iy-z-ah-n ah-p-aa-n dh-eh-m ey b-ih-t , y-uw w-ih-l k-l-ih-r-l-iy p-er-s-iy-v dh-ae-t , ah-k-ao-r-d-ih-ng t-uw ao-l hh-y-uw-m-ah-n r-iy-z-ah-n-ih-ng , p-r-ow-k-ah-p-iy-ah-s-z s-iy-m-ah-n-s-t-er , dh-ae-t f-ao-r hh-ao-f ey s-eh-n-ch-er-iy s-t-ow-v dh-ah sh-ih-p-s ah-v ey r-ow-m-ah-n eh-m-p-er-er , m-ah-s-t ih-n ao-l p-r-aa-b-ah-b-ih-l-ah-t-iy hh-ae-v b-ih-n ey s-p-er-m w-ey-l .	1 , 1 , 1 1/0/0 1 1 1/0 0/1/0 , 1 1/0 0/1 1 1 1 , 1 1 1/0 0/1 1 , 0/1/0 1 1 1/0 1/0/0 , 0/0/1 1/0/0 , 1 1 1 1 1/0/0 1 0 1 1 1 0/0 1/0/0 , 1 0 1 0/0/1/0/0 1 1 1 1 1 .
